station,state,latitude,longitude,elevation,date,TMIN,TMAX,AWND,WDF5,SNOW,SNWD,PRCP
OCEANSIDE MUNI AP,CA,33.2194,-117.3494,8.5,20170512,59,68,4.026492,360,0,0,0
CHINA LAKE NAF,CA,35.6875,-117.6931,679.7,20170212,0,0,13.42164,360,0,0,0
NORTH ISLAND NAS,CA,32.7,-117.2,7.9,20170114,50,62.06,0,360,0,0,0
LOS ANGELES DWTN USC CAMPUS,CA,34.0511,-118.2353,70.1,20170328,57.02,78.98,2.684328,360,0,0,0
PALM SPRINGS RGNL AP,CA,33.8281,-116.5053,128.3,20170127,39.02,60.98,7.158208,360,0,0,0
PALM SPRINGS RGNL AP,CA,33.8281,-116.5053,128.3,20170421,64.94,95,6.039738,360,0,0,0
PALM SPRINGS RGNL AP,CA,33.8281,-116.5053,128.3,20170911,84.92,107.06,7.605596,360,0,0,0
FRESNO YOSEMITE INTL AP,CA,36.78,-119.7194,101.5,20170126,33.98,53.96,2.460634,360,0,0,0
FRESNO YOSEMITE INTL AP,CA,36.78,-119.7194,101.5,20170719,66.02,98.06,8.276678,360,0,0,0
SANTA MONICA MUNI AP,CA,34.0158,-118.4514,53,20170114,44.96,71.96,5.144962,360,0,0,0
SANTA MONICA MUNI AP,CA,34.0158,-118.4514,53,20170223,50,57.92,10.289924,360,0,0,0
SANTA MONICA MUNI AP,CA,34.0158,-118.4514,53,20170228,50,60.08,6.71082,360,0,0,0
SANTA MONICA MUNI AP,CA,34.0158,-118.4514,53,20170513,53.96,69.08,6.934514,360,0,0,0
MARYSVILLE YUBA CO AP,CA,39.1019,-121.5678,18.9,20170503,66.02,93.92,6.039738,360,0,0,0
MARYSVILLE YUBA CO AP,CA,39.1019,-121.5678,18.9,20170613,51.08,86,2.908022,360,0,0,0
SAN LUIS OBISPO AP,CA,35.2372,-120.6414,61,20170308,46.04,78.08,6.934514,360,0,0,0
PASO ROBLES MUNI AP,CA,35.6697,-120.6283,246.9,20170211,41,57.92,8.500372,360,0,0,0
PASO ROBLES MUNI AP,CA,35.6697,-120.6283,246.9,20170409,35.96,69.08,6.487126,360,0,0,0
OROVILLE MUNI AP,CA,39.49,-121.6183,57.9,20170222,41,55.94,5.368656,360,0,0,0.01181103
SACRAMENTO METRO AP,CA,38.6956,-121.5897,7,20170225,37.04,53.96,6.71082,360,0,0,0
SACRAMENTO METRO AP,CA,38.6956,-121.5897,7,20170401,44.06,75.92,7.381902,360,0,0,0
NAPA CO AP,CA,38.2103,-122.2847,4.3,20170112,39.02,53.06,5.368656,360,0,0,0.31889781
NAPA CO AP,CA,38.2103,-122.2847,4.3,20170331,44.96,75.92,12.750558,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170113,32,60.98,4.47388,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170201,39.02,53.06,3.802798,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170212,42.98,68,7.605596,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170331,53.96,73.04,19.685072,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170428,57.02,75.92,14.54011,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170429,55.04,84.02,10.513618,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170502,68,93.02,9.618842,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170503,66.02,96.08,7.605596,360,0,0,0
VACAVILLE NUT TREE AP,CA,38.3775,-121.9575,33.2,20170910,62.96,100.94,3.802798,360,0,0,0
MADERA MUNI AP,CA,36.9878,-120.1106,77.1,20170130,35.96,62.96,2.013246,360,0,0,0
MADERA MUNI AP,CA,36.9878,-120.1106,77.1,20170307,35.06,62.96,3.131716,360,0,0,0
ONTARIO INTL AP,CA,34.0561,-117.6003,289.3,20170114,44.06,66.92,4.697574,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170106,39.02,66.92,5.59235,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170127,41,62.96,9.842536,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170311,55.94,95,5.816044,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170328,57.92,84.92,10.737312,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170421,57.92,96.08,5.144962,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170423,53.96,100.04,11.408394,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170502,57.02,102.92,7.381902,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170514,64.04,91.94,12.750558,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170515,60.98,80.96,17.000744,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170518,60.98,91.04,5.144962,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170609,73.04,104,11.1847,350,0,0,0
DESERT RESORTS RGNL AP,CA,33.6267,-116.1594,-36,20170727,78.98,113,7.605596,350,0,0,0
SAN DIEGO MONTGOMERY FLD,CA,32.8158,-117.1394,127.1,20170202,42.98,69.08,4.250186,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170116,44.06,66.02,2.013246,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170301,42.98,73.94,6.934514,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170307,42.08,75.02,4.697574,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170328,57.02,82.04,11.408394,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170401,53.06,84.92,8.276678,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170407,66.92,93.02,11.408394,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170409,50,80.06,6.487126,350,0,0,0
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,20170410,51.08,84.92,4.921268,350,0,0,0
HAWTHORNE MUNI AP,CA,33.9228,-118.3342,19.2,20170330,57.02,69.98,7.158208,350,0,0,0
RIVERSIDE MUNI AP,CA,33.9519,-117.4386,245.4,20170116,41,62.06,5.144962,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170211,42.98,55.94,11.632088,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170306,29.12,59,5.816044,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170328,42.08,69.08,10.289924,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170329,39.92,77,4.921268,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170419,44.96,75.92,9.171454,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170425,46.94,75.02,13.42164,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170426,46.04,78.98,10.513618,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170513,44.96,73.94,11.408394,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170517,48.92,78.98,13.645334,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170615,53.96,95,11.408394,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170707,64.94,105.08,10.513618,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170718,66.92,104,13.197946,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170728,64.04,105.08,6.934514,350,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170917,59,95,7.82929,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170107,46.94,62.96,2.23694,350,0,0,0.35039389
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170126,35.96,60.08,7.605596,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170127,48.02,60.98,18.119214,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170222,44.06,62.96,5.59235,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170306,42.98,64.94,10.289924,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170307,42.08,75.02,5.59235,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170323,50,71.06,8.94776,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170408,51.08,69.08,6.71082,350,0,0,0.05905515
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170420,55.94,82.94,14.092722,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170425,59,77,20.13246,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170426,62.96,87.98,14.092722,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170427,66.02,80.06,23.040482,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170428,64.04,80.96,22.816788,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170508,44.96,80.96,4.026492,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170513,57.02,78.98,11.1847,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170519,55.04,91.94,7.605596,350,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170831,78.08,111.02,5.368656,350,0,0,0
BURBANK GLENDALE PASADENA AP,CA,34.2006,-118.3575,225.9,20170126,35.96,62.96,4.026492,350,0,0,0
BURBANK GLENDALE PASADENA AP,CA,34.2006,-118.3575,225.9,20170204,48.92,62.96,3.802798,350,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170119,44.96,57.92,4.250186,350,0,0,0.16141741
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170216,46.94,64.04,5.816044,350,0,0,0.14960638
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170303,39.92,69.98,2.684328,350,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170304,44.06,73.04,6.263432,350,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170321,57.92,75.02,7.605596,350,0,0,0.03149608
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170323,46.94,62.96,4.921268,350,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170405,51.98,89.96,4.921268,350,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170531,64.94,78.08,6.487126,350,0,0,0.01181103
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170611,57.02,75.02,10.961006,350,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170911,77,100.04,5.816044,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170116,29.12,55.94,11.1847,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170126,14.18,39.92,4.697574,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170128,19.22,51.08,7.82929,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170222,30.2,55.94,12.079476,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170312,33.08,78.98,6.71082,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170324,30.2,73.94,9.618842,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170327,39.92,64.04,17.000744,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170330,35.96,66.02,18.342908,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170402,35.06,80.06,7.82929,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170418,42.08,68,7.82929,350,0,0,0.01968505
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170420,37.04,75.92,10.513618,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170421,44.96,80.06,8.500372,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170518,39.02,75.02,14.316416,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170622,66.92,105.08,7.381902,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170706,59,104,6.934514,350,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170812,55.94,98.96,4.697574,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170106,41,59,13.645334,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170114,46.94,69.08,8.724066,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170116,42.98,64.94,6.71082,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170117,41,66.02,5.816044,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170131,42.08,73.04,2.23694,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170212,55.04,75.92,12.974252,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170303,48.02,78.98,3.131716,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170414,57.02,84.02,5.816044,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170422,64.04,96.98,5.816044,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170427,62.96,93.92,7.605596,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170428,68,87.08,17.000744,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170513,66.92,89.06,8.052984,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170518,64.94,87.98,14.092722,350,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170613,66.02,96.08,7.82929,350,0,0,0
BARSTOW DAGGETT AP,CA,34.8536,-116.7858,584.3,20170212,48.92,66.92,5.144962,350,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170130,50,73.04,7.605596,350,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170228,50,68,7.158208,350,0,0,0.0393701
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170308,51.98,82.94,8.276678,350,0,0,0
PALMDALE AP,CA,34.6294,-118.0836,769.3,20170117,30.2,55.94,5.368656,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170101,32,50,17.89552,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170125,29.12,46.94,8.724066,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170208,48.92,62.96,9.395148,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170216,46.04,60.08,12.974252,350,0,0,0.0787402
SANDBERG,CA,34.7436,-118.7242,1374.6,20170222,33.98,42.98,20.803542,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170223,29.12,37.04,23.711564,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170224,29.12,48.92,15.211192,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170228,30.2,46.94,21.027236,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170306,29.12,42.98,20.579848,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170316,51.08,73.04,13.42164,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170408,33.98,51.98,18.342908,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170419,46.04,64.94,12.526864,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170427,46.94,60.98,14.763804,350,0,0,0.03149608
SANDBERG,CA,34.7436,-118.7242,1374.6,20170508,44.06,73.94,10.289924,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170517,44.06,55.94,21.027236,350,0,0,0.01181103
SANDBERG,CA,34.7436,-118.7242,1374.6,20170518,46.04,69.98,11.855782,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170520,60.08,87.08,11.408394,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170521,64.04,87.08,10.513618,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170529,62.96,89.06,11.855782,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170605,62.06,89.06,14.092722,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170611,44.06,57.92,13.645334,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170615,62.06,82.94,19.237684,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170623,75.02,100.94,10.513618,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170624,78.08,96.08,15.65858,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170625,78.08,96.98,14.987498,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170701,66.02,89.06,12.30317,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170706,73.94,95,14.316416,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170708,75.92,102.92,11.632088,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170811,69.08,95,12.079476,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170824,68,89.06,11.855782,350,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170917,57.92,78.08,11.408394,350,0,0,0
SANTA BARBARA MUNI AP,CA,34.4258,-119.8425,2.7,20170123,42.98,55.94,7.82929,350,0,0,0.29921276
SANTA BARBARA MUNI AP,CA,34.4258,-119.8425,2.7,20170424,50,75.92,8.724066,350,0,0,0
SANTA BARBARA MUNI AP,CA,34.4258,-119.8425,2.7,20170514,44.96,69.08,6.934514,350,0,0,0
SANTA ROSA SONOMA CO AP,CA,38.5039,-122.8103,34.7,20170222,33.08,57.02,6.039738,350,0,0,0.0787402
SANTA ROSA SONOMA CO AP,CA,38.5039,-122.8103,34.7,20170505,51.08,73.04,9.395148,350,0,0,0
SANTA ROSA SONOMA CO AP,CA,38.5039,-122.8103,34.7,20170716,55.94,107.96,4.47388,350,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170211,46.94,62.96,10.513618,350,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170327,42.98,64.94,7.605596,350,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170420,50,69.98,6.487126,350,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170429,50,80.96,8.500372,350,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170503,64.04,95,4.47388,350,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170618,71.96,105.98,5.816044,350,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170716,66.02,105.08,5.144962,350,0,0,0
SALINAS MUNICIPAL AP,CA,36.6636,-121.6081,22.6,20170411,51.08,68,8.276678,350,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170517,46.94,80.06,11.408394,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170117,35.06,53.96,2.23694,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170123,42.08,53.06,4.47388,350,0,0,0.22834658
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170124,37.04,55.04,4.921268,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170129,35.96,62.96,1.11847,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170130,37.04,62.06,2.013246,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170131,37.94,62.06,1.789552,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170212,41,66.02,3.35541,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170223,39.02,53.06,6.71082,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170224,33.98,55.04,4.921268,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170227,41,55.04,4.921268,350,0,0,0.03149608
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170228,39.02,57.92,4.697574,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170302,39.92,64.94,2.684328,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170303,41,64.04,4.697574,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170307,39.02,60.08,4.250186,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170308,44.06,66.92,4.921268,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170310,51.98,71.06,3.802798,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170312,46.94,73.94,4.47388,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170316,51.98,69.08,4.921268,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170318,50,69.98,4.47388,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170319,53.96,68,2.908022,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170322,50,60.98,7.158208,350,0,0,0.72047283
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170325,48.92,62.96,6.934514,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170329,48.92,69.08,5.816044,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170404,48.92,71.96,5.59235,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170409,39.02,60.98,5.59235,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170410,42.08,66.02,5.59235,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170415,42.98,69.08,3.131716,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170422,50,68,8.052984,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170426,55.04,66.92,6.71082,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170429,53.06,80.06,7.158208,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170430,51.08,77,6.487126,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170502,59,89.96,6.039738,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170504,57.92,73.94,8.500372,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170507,50,75.02,5.816044,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170508,51.08,75.02,6.71082,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170509,53.96,78.98,6.263432,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170511,53.06,69.98,7.605596,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170513,50,66.92,8.724066,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170517,51.08,71.06,8.94776,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170518,48.02,80.96,6.487126,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170519,53.96,84.92,4.921268,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170523,57.92,73.04,6.934514,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170524,55.04,71.06,8.052984,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170527,53.06,66.02,8.724066,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170528,53.96,66.02,8.724066,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170529,53.06,66.02,8.724066,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170530,53.06,66.92,7.82929,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170531,55.94,73.94,9.171454,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170606,53.96,69.08,7.605596,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170610,51.08,71.06,9.618842,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170613,51.08,75.02,7.605596,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170615,55.04,78.98,7.381902,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170616,60.98,82.94,8.276678,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170617,60.98,86,7.82929,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170618,66.92,100.04,5.816044,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170620,60.98,82.04,8.052984,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170623,62.06,78.08,7.605596,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170624,60.98,75.02,8.276678,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170625,60.08,69.98,8.052984,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170626,59,75.02,9.618842,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170628,57.02,71.06,7.82929,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170629,55.94,71.06,8.276678,350,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170630,55.94,71.06,8.052984,350,0,0,0
